Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Wind Speed [m/s](TimeStep),Environment:Site Wind Direction [deg](TimeStep),ZONE_SUED:Zone Outdoor Air Drybulb Temperature [C](TimeStep),ZONE_SUED:Zone Outdoor Air Wind Speed [m/s](TimeStep),ZONE_NORD:Zone Outdoor Air Drybulb Temperature [C](TimeStep),ZONE_NORD:Zone Outdoor Air Wind Speed [m/s](TimeStep),ZONE_SUED:Zone Mean Air Temperature [C](TimeStep),ZONE_NORD:Zone Mean Air Temperature [C](TimeStep),ZONE_SUED:Zone Ventilation Sensible Heat Loss Energy [J](TimeStep),ZONE_SUED:Zone Ventilation Current Density Volume Flow Rate [m3/s](TimeStep),ZONE_SUED:Zone Ventilation Standard Density Volume Flow Rate [m3/s](TimeStep),ZONE_SUED:Zone Ventilation Mass Flow Rate [kg/s](TimeStep),ZONE_SUED:Zone Ventilation Current Density Air Change Rate [ach](TimeStep),ZONE_NORD:Zone Ventilation Sensible Heat Loss Energy [J](TimeStep),ZONE_NORD:Zone Ventilation Current Density Volume Flow Rate [m3/s](TimeStep),ZONE_NORD:Zone Ventilation Standard Density Volume Flow Rate [m3/s](TimeStep),ZONE_NORD:Zone Ventilation Mass Flow Rate [kg/s](TimeStep),ZONE_NORD:Zone Ventilation Current Density Air Change Rate [ach](TimeStep),ZONE_NORD:Zone Mixing Current Density Volume Flow Rate [m3/s](TimeStep),ZONE_NORD:Zone Mixing Standard Density Volume Flow Rate [m3/s](TimeStep),ZONE_NORD:Zone Mixing Mass Flow Rate [kg/s](TimeStep),ZONE_NORD:Zone Mixing Sensible Heat Loss Energy [J](TimeStep),ZONE_NORD:Zone Mixing Sensible Heat Gain Energy [J](TimeStep),ZONE_SUED:Zone Mixing Current Density Volume Flow Rate [m3/s](TimeStep),ZONE_SUED:Zone Mixing Standard Density Volume Flow Rate [m3/s](TimeStep),ZONE_SUED:Zone Mixing Mass Flow Rate [kg/s](TimeStep),ZONE_SUED:Zone Mixing Sensible Heat Loss Energy [J](TimeStep),ZONE_SUED:Zone Mixing Sensible Heat Gain Energy [J](TimeStep),IDEALLOADS_NORD:Zone Ideal Loads Supply Air Total Heating Rate [W](TimeStep),IDEALLOADS_NORD:Zone Ideal Loads Supply Air Total Cooling Rate [W](TimeStep),IDEALLOADS_SUED:Zone Ideal Loads Supply Air Total Heating Rate [W](TimeStep),IDEALLOADS_SUED:Zone Ideal Loads Supply Air Total Cooling Rate [W](TimeStep) 
 01/15  02:45:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.0,17.0,0.0,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,411.5260210738634,0.0,390.9853902431206,0.0 
 01/15  03:00:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.000000000000004,17.0,2.9417762443903815e-8,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,2.9417759221641565e-8,7.988344,8.003339689613354,9.049130331892684,2.9417759221641565e-8,0.0,411.6211581340758,0.0,391.0805614810671,0.0 
 01/15  03:15:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.0,17.000000000000004,0.0,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,2.9417759221641565e-8,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,2.9417759221641565e-8,411.71555356576584,0.0,391.1749935061672,0.0 
 01/15  03:30:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.0,17.0,0.0,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,411.80921309319086,0.0,391.26869199890655,0.0 
 01/15  03:45:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.0,17.000000000000004,0.0,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,2.9417759221641565e-8,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,2.9417759221641565e-8,411.9021423975938,0.0,391.3616625964641,0.0 
 01/15  04:00:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,16.999999999999996,17.000000000000004,0.0,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,5.883551844328313e-8,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,5.883551844328313e-8,411.99434711632784,0.0,391.45391089399357,0.0 
 01/15  04:15:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.000000000000004,17.0,2.9417762443903815e-8,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,2.9417759221641565e-8,7.988344,8.003339689613354,9.049130331892684,2.9417759221641565e-8,0.0,412.0858328451287,0.0,391.54544244497083,0.0 
 01/15  04:30:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.000000000000004,17.0,2.9417762443903815e-8,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,2.9417759221641565e-8,7.988344,8.003339689613354,9.049130331892684,2.9417759221641565e-8,0.0,412.1766051368321,0.0,391.6362627599156,0.0 
 01/15  04:45:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.000000000000004,17.000000000000004,2.9417762443903815e-8,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,412.2666695024237,0.0,391.7263773093,0.0 
 01/15  05:00:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.0,17.000000000000004,0.0,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,2.9417759221641565e-8,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,2.9417759221641565e-8,412.35603141109453,0.0,391.81579152133787,0.0 
 01/15  05:15:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.0,16.999999999999996,0.0,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,2.9417759221641565e-8,7.988344,8.003339689613354,9.049130331892684,2.9417759221641565e-8,0.0,412.4446962907678,0.0,391.90451078431227,0.0 
 01/15  05:30:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.0,17.000000000000004,0.0,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,2.9417759221641565e-8,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,2.9417759221641565e-8,412.5326695283294,0.0,391.99254044506233,0.0 
 01/15  05:45:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,16.999999999999996,17.0,0.0,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,2.9417759221641565e-8,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,2.9417759221641565e-8,412.619956468814,0.0,392.07988581049733,0.0 
 01/15  06:00:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.0,17.0,0.0,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,412.70656241883995,0.0,392.16655214794457,0.0 
 01/15  06:15:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.0,17.0,0.0,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,412.79249264235847,0.0,392.2525446839864,0.0 
 01/15  06:30:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.000000000000004,16.999999999999996,2.9417762443903815e-8,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,5.883551844328313e-8,7.988344,8.003339689613354,9.049130331892684,5.883551844328313e-8,0.0,412.8777523653116,0.0,392.33786860725377,0.0 
 01/15  06:45:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,16.999999999999996,17.0,0.0,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,2.9417759221641565e-8,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,2.9417759221641565e-8,412.96234677301265,0.0,392.4225290656324,0.0 
 01/15  07:00:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,16.999999999999996,17.0,0.0,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,2.9417759221641565e-8,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,2.9417759221641565e-8,413.0462810114842,0.0,392.50653116963815,0.0 
 01/15  07:15:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.000000000000004,17.000000000000004,2.9417762443903815e-8,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,413.12956018821563,0.0,392.5898799899733,0.0 
 01/15  07:30:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.0,17.0,0.0,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,413.212189370999,0.0,392.67258055950526,0.0 
 01/15  07:45:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.000000000000004,16.999999999999996,2.9417762443903815e-8,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,5.883551844328313e-8,7.988344,8.003339689613354,9.049130331892684,5.883551844328313e-8,0.0,413.2941735901987,0.0,392.7546378739643,0.0 
 01/15  08:00:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.0,17.0,0.0,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,413.37551783706306,0.0,392.8360568897334,0.0 
 01/15  08:15:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.0,17.0,0.0,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,413.45622706529696,0.0,392.91684252687276,0.0 
 01/15  08:30:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.0,17.0,0.0,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,413.536306191003,0.0,392.99699966784107,0.0 
 01/15  08:45:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.0,16.999999999999996,0.0,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,2.9417759221641565e-8,7.988344,8.003339689613354,9.049130331892684,2.9417759221641565e-8,0.0,413.6157600926818,0.0,393.07653315819334,0.0 
 01/15  09:00:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.0,17.0,0.0,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,413.6945936119883,0.0,393.155447807163,0.0 
 01/15  09:15:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,16.999999999999996,17.0,0.0,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,2.9417759221641565e-8,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,2.9417759221641565e-8,413.77281155303353,0.0,393.2337483866141,0.0 
 01/15  09:30:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.0,17.0,0.0,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,413.8504186844803,0.0,393.3114396336024,0.0 
 01/15  09:45:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,16.999999999999996,17.0,0.0,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,2.9417759221641565e-8,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,2.9417759221641565e-8,413.9274197376799,0.0,393.3885262480472,0.0 
 01/15  10:00:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,16.999999999999996,17.0,0.0,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,2.9417759221641565e-8,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,2.9417759221641565e-8,414.0038194085355,0.0,393.4650128956419,0.0 
 01/15  10:15:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,16.999999999999996,17.0,0.0,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,2.9417759221641565e-8,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,2.9417759221641565e-8,414.07962235680316,0.0,393.5409042052924,0.0 
 01/15  10:30:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,16.999999999999996,16.999999999999996,0.0,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,414.1548332070234,0.0,393.6162047717954,0.0 
 01/15  10:45:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.0,16.999999999999996,0.0,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,2.9417759221641565e-8,7.988344,8.003339689613354,9.049130331892684,2.9417759221641565e-8,0.0,414.2294565483463,0.0,393.6909191547894,0.0 
 01/15  11:00:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.0,16.999999999999996,0.0,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,2.9417759221641565e-8,7.988344,8.003339689613354,9.049130331892684,2.9417759221641565e-8,0.0,414.30349693470646,0.0,393.76505187910516,0.0 
 01/15  11:15:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.0,16.999999999999996,0.0,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,2.9417759221641565e-8,7.988344,8.003339689613354,9.049130331892684,2.9417759221641565e-8,0.0,414.3769588858123,0.0,393.8386074358131,0.0 
 01/15  11:30:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.000000000000004,17.0,2.9417762443903815e-8,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,2.9417759221641565e-8,7.988344,8.003339689613354,9.049130331892684,2.9417759221641565e-8,0.0,414.44984688656416,0.0,393.91159028140834,0.0 
 01/15  11:45:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.0,17.0,0.0,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,414.522165387345,0.0,393.984004838392,0.0 
 01/15  12:00:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.0,17.0,0.0,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,414.5939188054763,0.0,394.05585549678653,0.0 
 01/15  12:15:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.0,16.999999999999996,0.0,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,2.9417759221641565e-8,7.988344,8.003339689613354,9.049130331892684,2.9417759221641565e-8,0.0,414.6651115234126,0.0,394.1271466118051,0.0 
 01/15  12:30:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,16.999999999999996,16.999999999999996,0.0,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,414.7357478911291,0.0,394.19788250676356,0.0 
 01/15  12:45:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,16.999999999999996,16.999999999999996,0.0,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,414.8058322246654,0.0,394.26806747133384,0.0 
 01/15  13:00:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.0,17.0,0.0,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,414.87536880746495,0.0,394.3377057629406,0.0 
 01/15  13:15:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.000000000000004,17.0,2.9417762443903815e-8,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,2.9417759221641565e-8,7.988344,8.003339689613354,9.049130331892684,2.9417759221641565e-8,0.0,414.9443618897349,0.0,394.40680160629563,0.0 
 01/15  13:30:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,16.999999999999996,16.999999999999996,0.0,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,415.0128156901919,0.0,394.47535919479566,0.0 
 01/15  13:45:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.0,17.0,0.0,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,415.08073439460713,0.0,394.54338268958975,0.0 
 01/15  14:00:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.0,17.0,0.0,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,415.1481221560971,0.0,394.61087621888146,0.0 
 01/15  14:15:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.0,16.999999999999996,0.0,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,2.9417759221641565e-8,7.988344,8.003339689613354,9.049130331892684,2.9417759221641565e-8,0.0,415.2149830975104,0.0,394.6778438817711,0.0 
